text,emotion
I have trouble sleeping because of all my worries.,anxious
"Had an average day, nothing particularly good or bad.",neutral
Submitted a small assignment and reviewed feedback.,neutral
I'm constantly on edge and can't relax.,anxious
The pressure is making it hard to breathe.,anxious
I feel so alone even when surrounded by people.,sad
I feel uneasy and restless all the time.,anxious
I feel uneasy and restless all the time.,anxious
I'm struggling to find any reason to keep going.,sad
I hate feeling like I have no control over my life.,angry
I feel completely hopeless about my future.,sad
I'm furious about the amount of work assigned.,angry
Spent the evening reading and listening to music.,neutral
I've been crying a lot without knowing why.,sad
I'm resentful of how much is expected of me.,angry
Attended a study group session this afternoon.,neutral
Everything and everyone is annoying me today.,angry
I feel jittery and nervous for no clear reason.,anxious
Nothing seems to bring me joy anymore.,sad
Met a friend for coffee and caught up on life.,neutral
Met a friend for coffee and caught up on life.,neutral
Spent the evening reading and listening to music.,neutral
I'm terrified of making mistakes in front of others.,anxious
Nobody respects my time or boundaries.,angry
I'm sick of pretending everything is fine.,angry
My grades are slipping and I feel like a failure.,sad
I wish someone understood what I'm going through.,sad
Everything feels overwhelming and out of control.,anxious
I'm terrified of making mistakes in front of others.,anxious
"Had breakfast, attended class, did some exercise.",neutral
Caught up on emails and updated my planner.,neutral
I've been crying a lot without knowing why.,sad
I'm fed up with being the responsible one.,angry
I get angry just thinking about the injustice.,angry
I'm constantly on edge and can't relax.,anxious
I'm done with people dismissing my feelings.,angry
"I feel empty inside, like something is missing.",sad
Helped a classmate understand a difficult concept.,neutral
Everything and everyone is annoying me today.,angry
I feel like something bad is about to happen.,anxious
I had a regular day attending classes and studying.,neutral
Everything feels overwhelming and out of control.,anxious
I'm sick of pretending everything is fine.,angry
Everything feels overwhelming and out of control.,anxious
I feel jittery and nervous for no clear reason.,anxious
My grades are slipping and I feel like a failure.,sad
The system is broken and nobody cares to fix it.,angry
I have trouble sleeping because of all my worries.,anxious
I hate feeling like I have no control over my life.,angry
Spent the evening reading and listening to music.,neutral
Today was uneventful; just routine study and rest.,neutral
I want to quit everything and walk away.,angry
My classmates don't pull their weight in group work.,angry
Everything feels overwhelming and out of control.,anxious
"Had breakfast, attended class, did some exercise.",neutral
Reviewed notes from lecture and planned my week.,neutral
Helped a classmate understand a difficult concept.,neutral
I feel like I'm being treated unfairly.,angry
Met a friend for coffee and caught up on life.,neutral
I feel uneasy and restless all the time.,anxious
"I feel empty inside, like something is missing.",sad
I'm sick of pretending everything is fine.,angry
I don't have the energy to do anything.,sad
I can't remember the last time I smiled genuinely.,sad
Went to the library and worked on my project.,neutral
I'm sick of pretending everything is fine.,angry
Did some chores and reviewed last week's material.,neutral
I get angry just thinking about the injustice.,angry
Everything feels pointless and meaningless.,sad
Everything feels overwhelming and out of control.,anxious
Participated in a webinar related to my course.,neutral
I feel like screaming out of sheer frustration.,angry
I can't focus because I'm always worried.,anxious
I'm constantly on edge and can't relax.,anxious
Participated in a webinar related to my course.,neutral
I have trouble sleeping because of all my worries.,anxious
Everything feels pointless and meaningless.,sad
I get panic attacks whenever exams approach.,anxious
I'm struggling to find any reason to keep going.,sad
I feel uneasy and restless all the time.,anxious
I'm struggling to find any reason to keep going.,sad
Participated in a webinar related to my course.,neutral
I miss feeling happy and carefree.,sad
I'm constantly on edge and can't relax.,anxious
I'm so frustrated with the unfair grading system.,angry
I feel so alone even when surrounded by people.,sad
"I feel empty inside, like something is missing.",sad
I feel jittery and nervous for no clear reason.,anxious
I'm constantly on edge and can't relax.,anxious
I had a regular day attending classes and studying.,neutral
I feel like something bad is about to happen.,anxious
I don't know how I'll manage everything this week.,anxious
I feel broken and don't know how to fix myself.,sad
I keep catastrophizing even small problems.,anxious
I feel paralyzed by the amount of work I have.,anxious
I miss feeling happy and carefree.,sad
I'm done with people dismissing my feelings.,angry
Completed my assignment and took a lunch break.,neutral
I feel invisible and unimportant.,sad
I feel like I'm drowning in sadness.,sad
I'm done with people dismissing my feelings.,angry
I'm resentful of how much is expected of me.,angry
Helped a classmate understand a difficult concept.,neutral
I have trouble sleeping because of all my worries.,anxious
I'm scared I'll fail and disappoint everyone.,anxious
My mind won't stop racing with what-ifs.,anxious
I miss feeling happy and carefree.,sad
My professors never listen to what students need.,angry
Met a friend for coffee and caught up on life.,neutral
I get angry just thinking about the injustice.,angry
I feel paralyzed by the amount of work I have.,anxious
Finished my reading for today and went for a walk.,neutral
I feel so alone even when surrounded by people.,sad
The system is broken and nobody cares to fix it.,angry
Did some chores and reviewed last week's material.,neutral
My classmates don't pull their weight in group work.,angry
I've stopped reaching out to friends.,sad
Participated in a webinar related to my course.,neutral
I can't stop worrying about my upcoming exams.,anxious
Nobody respects my time or boundaries.,angry
My mind won't stop racing with what-ifs.,anxious
I don't have the energy to do anything.,sad
Why do I have to suffer while others have it easy?,angry
"Had breakfast, attended class, did some exercise.",neutral
I can't stop worrying about my upcoming exams.,anxious
I'm so frustrated with the unfair grading system.,angry
The anxiety is affecting my physical health now.,anxious
I'm furious about the amount of work assigned.,angry
Nobody respects my time or boundaries.,angry
I'm fed up with being the responsible one.,angry
Reviewed notes from lecture and planned my week.,neutral
I feel like a burden to everyone around me.,sad
My classmates don't pull their weight in group work.,angry
Went to the library and worked on my project.,neutral
Every little thing stresses me out lately.,anxious
I feel uneasy and restless all the time.,anxious
I have trouble sleeping because of all my worries.,anxious
Everything feels overwhelming and out of control.,anxious
I'm resentful of how much is expected of me.,angry
My mind won't stop racing with what-ifs.,anxious
I have trouble sleeping because of all my worries.,anxious
The pressure is making it hard to breathe.,anxious
I want to quit everything and walk away.,angry
I hate feeling like I have no control over my life.,angry
Went to the library and worked on my project.,neutral
Organized my study schedule for the coming week.,neutral
I feel like I'm being treated unfairly.,angry
I'm scared I'll fail and disappoint everyone.,anxious
I can't focus because I'm always worried.,anxious
I feel broken and don't know how to fix myself.,sad
I feel like I'm drowning in sadness.,sad
My mind won't stop racing with what-ifs.,anxious
I can't stop worrying about my upcoming exams.,anxious
My classmates don't pull their weight in group work.,angry
Went to the library and worked on my project.,neutral
I'm struggling to find any reason to keep going.,sad
My heart races whenever I think about deadlines.,anxious
I feel broken and don't know how to fix myself.,sad
Completed my assignment and took a lunch break.,neutral
I feel so alone even when surrounded by people.,sad
Watched a lecture online and made some notes.,neutral
I have trouble sleeping because of all my worries.,anxious
The pressure is making it hard to breathe.,anxious
"I'm irritable, snapping at my friends for no reason.",angry
I feel like something bad is about to happen.,anxious
The system is broken and nobody cares to fix it.,angry
I'm struggling to find any reason to keep going.,sad
Everything and everyone is annoying me today.,angry
The system is broken and nobody cares to fix it.,angry
I can't focus because I'm always worried.,anxious
My classmates don't pull their weight in group work.,angry
Everything feels pointless and meaningless.,sad
Life feels grey and colorless right now.,sad
I'm sick of pretending everything is fine.,angry
Caught up on emails and updated my planner.,neutral
I feel uneasy and restless all the time.,anxious
I'm terrified of making mistakes in front of others.,anxious
I'm terrified of making mistakes in front of others.,anxious
I can't focus because I'm always worried.,anxious
Organized my study schedule for the coming week.,neutral
I hate feeling like I have no control over my life.,angry
I feel exploited and unappreciated.,angry
I'm struggling to find any reason to keep going.,sad
My classmates don't pull their weight in group work.,angry
Met a friend for coffee and caught up on life.,neutral
Helped a classmate understand a difficult concept.,neutral
Submitted a small assignment and reviewed feedback.,neutral
I've been crying a lot without knowing why.,sad
"I feel empty inside, like something is missing.",sad
The pressure is making it hard to breathe.,anxious
I get panic attacks whenever exams approach.,anxious
Watched a lecture online and made some notes.,neutral
I'm constantly on edge and can't relax.,anxious
The system is broken and nobody cares to fix it.,angry
Everything and everyone is annoying me today.,angry
I can't focus because I'm always worried.,anxious
I can't focus because I'm always worried.,anxious
I feel invisible and unimportant.,sad
I don't know how I'll manage everything this week.,anxious
Participated in a webinar related to my course.,neutral
I hate feeling like I have no control over my life.,angry
Submitted a small assignment and reviewed feedback.,neutral
I'm terrified of making mistakes in front of others.,anxious
Met a friend for coffee and caught up on life.,neutral
I feel paralyzed by the amount of work I have.,anxious
"I cooked dinner, studied for an hour, then relaxed.",neutral
Reviewed notes from lecture and planned my week.,neutral
The pressure is making it hard to breathe.,anxious
The system is broken and nobody cares to fix it.,angry
I feel like I'm drowning in sadness.,sad
I feel like I'm being treated unfairly.,angry
Participated in a webinar related to my course.,neutral
I can't stop worrying about my upcoming exams.,anxious
"Had breakfast, attended class, did some exercise.",neutral
Nothing seems to bring me joy anymore.,sad
I've lost all motivation to study or socialize.,sad
I get angry just thinking about the injustice.,angry
I feel uneasy and restless all the time.,anxious
My professors never listen to what students need.,angry
I'm fed up with being the responsible one.,angry
I feel like I'm drowning in sadness.,sad
Worked on a coding exercise for a few hours calmly.,neutral
"Had an average day, nothing particularly good or bad.",neutral
I don't have the energy to do anything.,sad
I'm so frustrated with the unfair grading system.,angry
I can't remember the last time I smiled genuinely.,sad
Organized my study schedule for the coming week.,neutral
Completed my assignment and took a lunch break.,neutral
I can't focus because I'm always worried.,anxious
I've been crying a lot without knowing why.,sad
Everything feels overwhelming and out of control.,anxious
Everything feels overwhelming and out of control.,anxious
Finished my reading for today and went for a walk.,neutral
"I cooked dinner, studied for an hour, then relaxed.",neutral
Everything feels overwhelming and out of control.,anxious
I'm resentful of how much is expected of me.,angry
Went to the library and worked on my project.,neutral
I've lost all motivation to study or socialize.,sad
Finished my reading for today and went for a walk.,neutral
I don't have the energy to do anything.,sad
I'm so frustrated with the unfair grading system.,angry
I feel uneasy and restless all the time.,anxious
I can't stand the constant pressure being put on me.,angry
I wish someone understood what I'm going through.,sad
Attended a study group session this afternoon.,neutral
I'm furious about the amount of work assigned.,angry
I'm scared I'll fail and disappoint everyone.,anxious
I have trouble sleeping because of all my worries.,anxious
I've lost all motivation to study or socialize.,sad
I feel paralyzed by the amount of work I have.,anxious
Did some chores and reviewed last week's material.,neutral
I've been crying a lot without knowing why.,sad
Caught up on emails and updated my planner.,neutral
Submitted a small assignment and reviewed feedback.,neutral
I hate feeling like I have no control over my life.,angry
I can't stand the constant pressure being put on me.,angry
Finished my reading for today and went for a walk.,neutral
"I'm irritable, snapping at my friends for no reason.",angry
I don't know how I'll manage everything this week.,anxious
I don't know how I'll manage everything this week.,anxious
I've lost all motivation to study or socialize.,sad
I get panic attacks whenever exams approach.,anxious
I've been crying a lot without knowing why.,sad
I'm fed up with being the responsible one.,angry
I don't know how I'll manage everything this week.,anxious
Spent the evening reading and listening to music.,neutral
Completed my assignment and took a lunch break.,neutral
My professors never listen to what students need.,angry
I've lost all motivation to study or socialize.,sad
I miss feeling happy and carefree.,sad
My grades are slipping and I feel like a failure.,sad
I hate feeling like I have no control over my life.,angry
I can't stop worrying about my upcoming exams.,anxious
I feel exploited and unappreciated.,angry
I feel like I'm being treated unfairly.,angry
I've lost all motivation to study or socialize.,sad
I'm struggling to find any reason to keep going.,sad
My heart races whenever I think about deadlines.,anxious
I feel broken and don't know how to fix myself.,sad
I can't stop worrying about my upcoming exams.,anxious
I've lost all motivation to study or socialize.,sad
My grades are slipping and I feel like a failure.,sad
The anxiety is affecting my physical health now.,anxious
My professors never listen to what students need.,angry
I feel like screaming out of sheer frustration.,angry
Life feels grey and colorless right now.,sad
Worked on a coding exercise for a few hours calmly.,neutral
Met a friend for coffee and caught up on life.,neutral
I had a regular day attending classes and studying.,neutral
"I'm irritable, snapping at my friends for no reason.",angry
Everything feels pointless and meaningless.,sad
My grades are slipping and I feel like a failure.,sad
My mind won't stop racing with what-ifs.,anxious
I feel like a burden to everyone around me.,sad
"I'm irritable, snapping at my friends for no reason.",angry
Submitted a small assignment and reviewed feedback.,neutral
I can't focus because I'm always worried.,anxious
I feel like a burden to everyone around me.,sad
I feel so alone even when surrounded by people.,sad
I spend most days feeling numb and disconnected.,sad
I'm resentful of how much is expected of me.,angry
I spend most days feeling numb and disconnected.,sad
I can't remember the last time I smiled genuinely.,sad
Every little thing stresses me out lately.,anxious
I spend most days feeling numb and disconnected.,sad
Worked on a coding exercise for a few hours calmly.,neutral
Attended a study group session this afternoon.,neutral
Why do I have to suffer while others have it easy?,angry
Why do I have to suffer while others have it easy?,angry
Watched a lecture online and made some notes.,neutral
Helped a classmate understand a difficult concept.,neutral
The system is broken and nobody cares to fix it.,angry
I get angry just thinking about the injustice.,angry
Participated in a webinar related to my course.,neutral
Met a friend for coffee and caught up on life.,neutral
I can't stand the constant pressure being put on me.,angry
I feel like I'm being treated unfairly.,angry
I'm sick of pretending everything is fine.,angry
Participated in a webinar related to my course.,neutral
I feel exploited and unappreciated.,angry
I feel like screaming out of sheer frustration.,angry
I want to quit everything and walk away.,angry
Went to the library and worked on my project.,neutral
"I cooked dinner, studied for an hour, then relaxed.",neutral
Why do I have to suffer while others have it easy?,angry
Everything feels pointless and meaningless.,sad
The anxiety is affecting my physical health now.,anxious
I wish someone understood what I'm going through.,sad
I've stopped reaching out to friends.,sad
I want to quit everything and walk away.,angry
My grades are slipping and I feel like a failure.,sad
Worked on a coding exercise for a few hours calmly.,neutral
Submitted a small assignment and reviewed feedback.,neutral
I can't focus because I'm always worried.,anxious
I feel paralyzed by the amount of work I have.,anxious
I feel completely hopeless about my future.,sad
I feel invisible and unimportant.,sad
I've lost all motivation to study or socialize.,sad
I feel so alone even when surrounded by people.,sad
I want to quit everything and walk away.,angry
Completed my assignment and took a lunch break.,neutral
"I'm irritable, snapping at my friends for no reason.",angry
I hate feeling like I have no control over my life.,angry
Everything feels overwhelming and out of control.,anxious
Participated in a webinar related to my course.,neutral
I'm constantly on edge and can't relax.,anxious
I feel like something bad is about to happen.,anxious
I miss feeling happy and carefree.,sad
I feel like I'm being treated unfairly.,angry
I've stopped reaching out to friends.,sad
I've lost all motivation to study or socialize.,sad
Caught up on emails and updated my planner.,neutral
I get panic attacks whenever exams approach.,anxious
Nobody respects my time or boundaries.,angry
Spent the evening reading and listening to music.,neutral
Helped a classmate understand a difficult concept.,neutral
Met a friend for coffee and caught up on life.,neutral
Did some chores and reviewed last week's material.,neutral
I wish someone understood what I'm going through.,sad
My mind won't stop racing with what-ifs.,anxious
I hate feeling like I have no control over my life.,angry
"I feel empty inside, like something is missing.",sad
I keep catastrophizing even small problems.,anxious
I hate feeling like I have no control over my life.,angry
I feel invisible and unimportant.,sad
Every little thing stresses me out lately.,anxious
I feel like something bad is about to happen.,anxious
I can't stand the constant pressure being put on me.,angry
I spend most days feeling numb and disconnected.,sad
Watched a lecture online and made some notes.,neutral
Worked on a coding exercise for a few hours calmly.,neutral
"Had breakfast, attended class, did some exercise.",neutral
I feel invisible and unimportant.,sad
I spend most days feeling numb and disconnected.,sad
I feel like I'm being treated unfairly.,angry
"Had breakfast, attended class, did some exercise.",neutral
I feel exploited and unappreciated.,angry
Every little thing stresses me out lately.,anxious
I'm so frustrated with the unfair grading system.,angry
The anxiety is affecting my physical health now.,anxious
Organized my study schedule for the coming week.,neutral
I get angry just thinking about the injustice.,angry
I feel like screaming out of sheer frustration.,angry
"I'm irritable, snapping at my friends for no reason.",angry
I keep catastrophizing even small problems.,anxious
"Had breakfast, attended class, did some exercise.",neutral
I've lost all motivation to study or socialize.,sad
The pressure is making it hard to breathe.,anxious
I'm so frustrated with the unfair grading system.,angry
I'm fed up with being the responsible one.,angry
Did some chores and reviewed last week's material.,neutral
I've stopped reaching out to friends.,sad
Everything feels pointless and meaningless.,sad
Why do I have to suffer while others have it easy?,angry
I don't know how I'll manage everything this week.,anxious
Attended a study group session this afternoon.,neutral
Why do I have to suffer while others have it easy?,angry
Life feels grey and colorless right now.,sad
I'm furious about the amount of work assigned.,angry
I'm resentful of how much is expected of me.,angry
Organized my study schedule for the coming week.,neutral
I wish someone understood what I'm going through.,sad
I feel a constant sense of dread.,anxious
I feel invisible and unimportant.,sad
Life feels grey and colorless right now.,sad
I wish someone understood what I'm going through.,sad
I'm constantly on edge and can't relax.,anxious
I can't remember the last time I smiled genuinely.,sad
Life feels grey and colorless right now.,sad
I'm terrified of making mistakes in front of others.,anxious
I wish someone understood what I'm going through.,sad
Reviewed notes from lecture and planned my week.,neutral
I don't have the energy to do anything.,sad
I feel like I'm drowning in sadness.,sad
Reviewed notes from lecture and planned my week.,neutral
Helped a classmate understand a difficult concept.,neutral
Finished my reading for today and went for a walk.,neutral
I've stopped reaching out to friends.,sad
The system is broken and nobody cares to fix it.,angry
Everything feels pointless and meaningless.,sad
Why do I have to suffer while others have it easy?,angry
The pressure is making it hard to breathe.,anxious
I've been crying a lot without knowing why.,sad
The pressure is making it hard to breathe.,anxious
I feel like a burden to everyone around me.,sad
I've stopped reaching out to friends.,sad
I get angry just thinking about the injustice.,angry
I'm done with people dismissing my feelings.,angry
I want to quit everything and walk away.,angry
I can't remember the last time I smiled genuinely.,sad
I feel like a burden to everyone around me.,sad
I've lost all motivation to study or socialize.,sad
Met a friend for coffee and caught up on life.,neutral
Reviewed notes from lecture and planned my week.,neutral
I had a regular day attending classes and studying.,neutral
I miss feeling happy and carefree.,sad
I'm scared I'll fail and disappoint everyone.,anxious
Submitted a small assignment and reviewed feedback.,neutral
Met a friend for coffee and caught up on life.,neutral
I can't remember the last time I smiled genuinely.,sad
I'm done with people dismissing my feelings.,angry
I'm done with people dismissing my feelings.,angry
I've stopped reaching out to friends.,sad
Life feels grey and colorless right now.,sad
"Had breakfast, attended class, did some exercise.",neutral
I'm terrified of making mistakes in front of others.,anxious
Everything feels overwhelming and out of control.,anxious
I get panic attacks whenever exams approach.,anxious
Why do I have to suffer while others have it easy?,angry
Everything feels overwhelming and out of control.,anxious
I get panic attacks whenever exams approach.,anxious
Did some chores and reviewed last week's material.,neutral
I feel jittery and nervous for no clear reason.,anxious
I've been crying a lot without knowing why.,sad
Completed my assignment and took a lunch break.,neutral
Helped a classmate understand a difficult concept.,neutral
I can't stand the constant pressure being put on me.,angry
Finished my reading for today and went for a walk.,neutral
I get panic attacks whenever exams approach.,anxious
My heart races whenever I think about deadlines.,anxious
Why do I have to suffer while others have it easy?,angry
Completed my assignment and took a lunch break.,neutral
I wish someone understood what I'm going through.,sad
I don't have the energy to do anything.,sad
I feel jittery and nervous for no clear reason.,anxious
I keep catastrophizing even small problems.,anxious
I get angry just thinking about the injustice.,angry
Everything and everyone is annoying me today.,angry
I want to quit everything and walk away.,angry
Met a friend for coffee and caught up on life.,neutral
I feel jittery and nervous for no clear reason.,anxious
Organized my study schedule for the coming week.,neutral
I'm resentful of how much is expected of me.,angry
I've been crying a lot without knowing why.,sad
Attended a study group session this afternoon.,neutral
"I cooked dinner, studied for an hour, then relaxed.",neutral
I had a regular day attending classes and studying.,neutral
Life feels grey and colorless right now.,sad
"I'm irritable, snapping at my friends for no reason.",angry
I've been crying a lot without knowing why.,sad
I want to quit everything and walk away.,angry
I'm struggling to find any reason to keep going.,sad
I feel a constant sense of dread.,anxious
I feel broken and don't know how to fix myself.,sad
I feel jittery and nervous for no clear reason.,anxious
Reviewed notes from lecture and planned my week.,neutral
I'm fed up with being the responsible one.,angry
I spend most days feeling numb and disconnected.,sad
I feel completely hopeless about my future.,sad
Did some chores and reviewed last week's material.,neutral
Met a friend for coffee and caught up on life.,neutral
I've lost all motivation to study or socialize.,sad
Caught up on emails and updated my planner.,neutral
I feel like screaming out of sheer frustration.,angry
My mind won't stop racing with what-ifs.,anxious
I'm struggling to find any reason to keep going.,sad
Why do I have to suffer while others have it easy?,angry
The system is broken and nobody cares to fix it.,angry
I feel like I'm being treated unfairly.,angry
Everything feels pointless and meaningless.,sad
Caught up on emails and updated my planner.,neutral
"I cooked dinner, studied for an hour, then relaxed.",neutral
I feel like I'm drowning in sadness.,sad
I'm terrified of making mistakes in front of others.,anxious
I can't focus because I'm always worried.,anxious
Organized my study schedule for the coming week.,neutral
I can't stand the constant pressure being put on me.,angry
"I feel empty inside, like something is missing.",sad
I miss feeling happy and carefree.,sad
Helped a classmate understand a difficult concept.,neutral
I don't know how I'll manage everything this week.,anxious
I've lost all motivation to study or socialize.,sad
I don't have the energy to do anything.,sad
Spent the evening reading and listening to music.,neutral
I feel invisible and unimportant.,sad
I keep catastrophizing even small problems.,anxious
Why do I have to suffer while others have it easy?,angry
Completed my assignment and took a lunch break.,neutral
I can't stand the constant pressure being put on me.,angry
I feel exploited and unappreciated.,angry
I feel a constant sense of dread.,anxious
I feel jittery and nervous for no clear reason.,anxious
Everything feels overwhelming and out of control.,anxious
Attended a study group session this afternoon.,neutral
I don't have the energy to do anything.,sad
Attended a study group session this afternoon.,neutral
My grades are slipping and I feel like a failure.,sad
I'm so frustrated with the unfair grading system.,angry
I'm so frustrated with the unfair grading system.,angry
Caught up on emails and updated my planner.,neutral
Met a friend for coffee and caught up on life.,neutral
Watched a lecture online and made some notes.,neutral
I feel exploited and unappreciated.,angry
I can't remember the last time I smiled genuinely.,sad
"Had an average day, nothing particularly good or bad.",neutral
Reviewed notes from lecture and planned my week.,neutral
I get angry just thinking about the injustice.,angry
"Had an average day, nothing particularly good or bad.",neutral
Submitted a small assignment and reviewed feedback.,neutral
"I feel empty inside, like something is missing.",sad
Did some chores and reviewed last week's material.,neutral
I'm done with people dismissing my feelings.,angry
My grades are slipping and I feel like a failure.,sad
Everything and everyone is annoying me today.,angry
The anxiety is affecting my physical health now.,anxious
I spend most days feeling numb and disconnected.,sad
I feel jittery and nervous for no clear reason.,anxious
I can't focus because I'm always worried.,anxious
I'm furious about the amount of work assigned.,angry
I get panic attacks whenever exams approach.,anxious
Reviewed notes from lecture and planned my week.,neutral
I feel broken and don't know how to fix myself.,sad
I get panic attacks whenever exams approach.,anxious
I get angry just thinking about the injustice.,angry
I spend most days feeling numb and disconnected.,sad
I've lost all motivation to study or socialize.,sad
Organized my study schedule for the coming week.,neutral
My heart races whenever I think about deadlines.,anxious
Attended a study group session this afternoon.,neutral
Nothing seems to bring me joy anymore.,sad
Organized my study schedule for the coming week.,neutral
My classmates don't pull their weight in group work.,angry
Nobody respects my time or boundaries.,angry
Nothing seems to bring me joy anymore.,sad
I feel so alone even when surrounded by people.,sad
I had a regular day attending classes and studying.,neutral
My professors never listen to what students need.,angry
My heart races whenever I think about deadlines.,anxious
I can't stand the constant pressure being put on me.,angry
I feel uneasy and restless all the time.,anxious
I feel jittery and nervous for no clear reason.,anxious
Finished my reading for today and went for a walk.,neutral
I'm fed up with being the responsible one.,angry
I want to quit everything and walk away.,angry
I'm sick of pretending everything is fine.,angry
Every little thing stresses me out lately.,anxious
I can't stop worrying about my upcoming exams.,anxious
I feel a constant sense of dread.,anxious
I feel paralyzed by the amount of work I have.,anxious
I can't focus because I'm always worried.,anxious
My grades are slipping and I feel like a failure.,sad
I'm done with people dismissing my feelings.,angry
Completed my assignment and took a lunch break.,neutral
My grades are slipping and I feel like a failure.,sad
Life feels grey and colorless right now.,sad
I'm resentful of how much is expected of me.,angry
I feel paralyzed by the amount of work I have.,anxious
I've lost all motivation to study or socialize.,sad
I can't remember the last time I smiled genuinely.,sad
I wish someone understood what I'm going through.,sad
Organized my study schedule for the coming week.,neutral
"Had breakfast, attended class, did some exercise.",neutral
I get angry just thinking about the injustice.,angry
I feel like I'm drowning in sadness.,sad
"I feel empty inside, like something is missing.",sad
I feel like I'm drowning in sadness.,sad
Everything and everyone is annoying me today.,angry
I feel like screaming out of sheer frustration.,angry
I feel paralyzed by the amount of work I have.,anxious
I feel broken and don't know how to fix myself.,sad
Participated in a webinar related to my course.,neutral
I feel like something bad is about to happen.,anxious
Worked on a coding exercise for a few hours calmly.,neutral
"I feel empty inside, like something is missing.",sad
I can't stop worrying about my upcoming exams.,anxious
I feel exploited and unappreciated.,angry
I feel so alone even when surrounded by people.,sad
Watched a lecture online and made some notes.,neutral
I want to quit everything and walk away.,angry
I'm sick of pretending everything is fine.,angry
I feel like I'm drowning in sadness.,sad
"Had an average day, nothing particularly good or bad.",neutral
I'm so frustrated with the unfair grading system.,angry
I'm constantly on edge and can't relax.,anxious
I feel like I'm being treated unfairly.,angry
The anxiety is affecting my physical health now.,anxious
Nothing seems to bring me joy anymore.,sad
I feel broken and don't know how to fix myself.,sad
My mind won't stop racing with what-ifs.,anxious
I feel invisible and unimportant.,sad
Met a friend for coffee and caught up on life.,neutral
I feel like I'm being treated unfairly.,angry
I wish someone understood what I'm going through.,sad
Participated in a webinar related to my course.,neutral
I can't remember the last time I smiled genuinely.,sad
"I cooked dinner, studied for an hour, then relaxed.",neutral
I feel jittery and nervous for no clear reason.,anxious
I feel completely hopeless about my future.,sad
Reviewed notes from lecture and planned my week.,neutral
Helped a classmate understand a difficult concept.,neutral
Nothing seems to bring me joy anymore.,sad
Went to the library and worked on my project.,neutral
I can't remember the last time I smiled genuinely.,sad
The anxiety is affecting my physical health now.,anxious
I feel like I'm drowning in sadness.,sad
"I cooked dinner, studied for an hour, then relaxed.",neutral
Went to the library and worked on my project.,neutral
"Had an average day, nothing particularly good or bad.",neutral
I spend most days feeling numb and disconnected.,sad
I don't know how I'll manage everything this week.,anxious
The pressure is making it hard to breathe.,anxious
I feel like something bad is about to happen.,anxious
My grades are slipping and I feel like a failure.,sad
I feel like I'm drowning in sadness.,sad
I feel invisible and unimportant.,sad
I feel like screaming out of sheer frustration.,angry
I don't have the energy to do anything.,sad
Everything feels overwhelming and out of control.,anxious
I'm sick of pretending everything is fine.,angry
Life feels grey and colorless right now.,sad
Life feels grey and colorless right now.,sad
Nothing seems to bring me joy anymore.,sad
I'm sick of pretending everything is fine.,angry
I've lost all motivation to study or socialize.,sad
I'm terrified of making mistakes in front of others.,anxious
Every little thing stresses me out lately.,anxious
I feel invisible and unimportant.,sad
Watched a lecture online and made some notes.,neutral
Met a friend for coffee and caught up on life.,neutral
I feel invisible and unimportant.,sad
I spend most days feeling numb and disconnected.,sad
I don't have the energy to do anything.,sad
"I cooked dinner, studied for an hour, then relaxed.",neutral
My grades are slipping and I feel like a failure.,sad
The anxiety is affecting my physical health now.,anxious
The anxiety is affecting my physical health now.,anxious
I miss feeling happy and carefree.,sad
I get panic attacks whenever exams approach.,anxious
"Had an average day, nothing particularly good or bad.",neutral
Everything feels overwhelming and out of control.,anxious
I feel completely hopeless about my future.,sad
Completed my assignment and took a lunch break.,neutral
Went to the library and worked on my project.,neutral
I can't focus because I'm always worried.,anxious
I can't stand the constant pressure being put on me.,angry
Did some chores and reviewed last week's material.,neutral
I have trouble sleeping because of all my worries.,anxious
I miss feeling happy and carefree.,sad
The system is broken and nobody cares to fix it.,angry
I'm terrified of making mistakes in front of others.,anxious
My classmates don't pull their weight in group work.,angry
Everything feels pointless and meaningless.,sad
Watched a lecture online and made some notes.,neutral
My classmates don't pull their weight in group work.,angry
I don't know how I'll manage everything this week.,anxious
Everything and everyone is annoying me today.,angry
Submitted a small assignment and reviewed feedback.,neutral
Attended a study group session this afternoon.,neutral
I'm constantly on edge and can't relax.,anxious
Completed my assignment and took a lunch break.,neutral
"I cooked dinner, studied for an hour, then relaxed.",neutral
I feel completely hopeless about my future.,sad
Every little thing stresses me out lately.,anxious
I feel broken and don't know how to fix myself.,sad
I wish someone understood what I'm going through.,sad
I feel broken and don't know how to fix myself.,sad
I don't have the energy to do anything.,sad
I can't stop worrying about my upcoming exams.,anxious
My heart races whenever I think about deadlines.,anxious
I feel completely hopeless about my future.,sad
I had a regular day attending classes and studying.,neutral
"I feel empty inside, like something is missing.",sad
Nobody respects my time or boundaries.,angry
I feel jittery and nervous for no clear reason.,anxious
Finished my reading for today and went for a walk.,neutral
I feel like something bad is about to happen.,anxious
I'm struggling to find any reason to keep going.,sad
Watched a lecture online and made some notes.,neutral
Organized my study schedule for the coming week.,neutral
I feel like I'm being treated unfairly.,angry
I feel broken and don't know how to fix myself.,sad
Life feels grey and colorless right now.,sad
I have trouble sleeping because of all my worries.,anxious
Helped a classmate understand a difficult concept.,neutral
I feel like screaming out of sheer frustration.,angry
Went to the library and worked on my project.,neutral
Attended a study group session this afternoon.,neutral
